Fecha,Medio,Título,Resumen
2025-05-26,Once noticias (sitio),Crean mural en homenaje a José Muñoz y Ximena Guzmán,"Cinco artistas crearon el mural ""Umbral de Emociones"", un homenaje a José Muñoz y Ximena Guzmán, quienes fueron asesinados el 20 de mayo."
2025-05-26,Periodismo y Ambiente CDMX (sitio),Agua limpia para todas y todos: proyectos clave de la UAM,"El agua es un tema prioritario para México por lo que la Universidad Autónoma Metropolitana (UAM) trabaja en intervenciones puntuales para limpiar sitios estratégicos y restaurar la calidad del vital líquido en beneficio de toda la sociedad, con lo cual se aplica el extenso conocimiento y la experiencia de la Institución para enfrentar retos hídricos de gran envergadura."
2025-05-26,88.9 Noticias,La UAM colabora con la alcaldía Iztapalapa para instalar una planta de tratamiento de agua que permita reutilizarla en lavanderías.,"En la Ciudad de México, existen aproximadamente 1900 autolavados registrados, los cuales consumen entre cinco y 50 metros cúbicos de agua diariamente. 
 
 Estos establecimientos, según la normativa, deben contar con una planta de tratamiento, pero además utilizan ceras, aromatizantes y abrillantadores que contaminan significativamente el agua. 
 
 Judith Car, investigadora del Departamento de Física de la Unidad Iztapalapa de la Universidad Autónoma Metropolitana (UAM), destacó la necesidad de un tratamiento adicional, lo que conlleva costos mayores. 
 
 En respuesta a esta problemática, la UAM se ha unido a la iniciativa de limpieza del agua en la Ciudad de México, colaborando con la alcaldía Iztapalapa para la instalación de una planta de tratamiento de agua que facilite su reutilización en lavanderías."
2025-05-26,Demócrata Coahuila (sitio),"Presentan en la FCQ de la UAdeC el libro ""Biocatálisis de Células Completas""","Saltillo, Coah., 26 de mayo 2025.- La Universidad Autónoma de Coahuila, a través de la Facultad de Ciencias Químicas (FCQ) y en colaboración con el Departamento de Biotecnología de la Universidad Autónoma Metropolitana (UAM) Unidad Iztapalapa, presentó el libro ""Biocatálisis de células completas: fundamentos y aplicaciones"", una obra especializada en el campo de la Biotecnología que destaca los avances y aplicaciones de la biocatálisis con células completas."
2025-05-26,88.9 Noticias,La UAM colabora con la alcaldía Iztapalapa para instalar una planta de tratamiento de agua.,"En la Ciudad de México, existen aproximadamente 1,900 autolavados registrados, los cuales consumen entre 5 y 50 metros cúbicos de agua diariamente. A pesar de que estos establecimientos están obligados a contar con una planta de tratamiento, la investigadora Judit Cardoso, del Departamento de Física de la Unidad Iztapalapa de la UAM, señala que el uso de ceras, aromatizantes y abrillantadores contribuye a la contaminación del agua. 
 
 Cardoso destaca la necesidad de un tratamiento adicional, lo que implica costos superiores. En respuesta a esta problemática, la UAM está colaborando con la alcaldía Iztapalapa para implementar una planta de tratamiento de agua que permita su reutilización en lavanderías."
2025-05-26,88.9 Noticias (Sitio),"A pesar de cumplir con la normativa de utilizar agua tratada los autolavados, la utilización de productos químicos sigue contaminando el agua","En la Ciudad de México existen alrededor de mil 900 autolavados registrados, que en promedio gastan entre cinco y 50 metros cúbicos diarios de agua que, por reglamento, deben contar con una planta de tratamiento, pero adicionalmente utilizan ceras, aromatizantes y abrillantadores, que contaminan severamente el agua, informó la, investigadora del Departamento de Física de la Unidad Iztapalapa de la UAM, Judith Cardoso."
2025-05-26,El Heraldo de México (sitio),"""El Día de África"" ¿Qué olvidamos y qué recordamos?","El mes de mayo es ahora fecha obligada para las instituciones diplomáticas o educativas que mantienen algún tipo de relación con el continente africano y que se disputan el control y el sentido de las celebraciones del Día de África. Así, el festejo se convierte en éxtasis y necesidad cuya obligatoriedad hace difícil revisar ¿qué se celebra, qué tipo de pasado se exalta, qué uso le damos a dicha celebración en función del presente e incluso del futuro? Si el presente del pasado es la memoria y el presente del futuro es la utopía ¿Cuál es el uso político que le damos a la conmemoración? ¿Si el recuerdo es siempre selectivo: qué omitimos en los olvidos propios del aquelarre festivo?"
2025-05-25,88.9 Noticias (Sitio),"A pesar de cumplir con la normativa de utilizar agua tratada los autolavados, la utilización de productos químicos sigue contaminando el agua","En la Ciudad de México existen alrededor de mil 900 autolavados registrados, que en promedio gastan entre cinco y 50 metros cúbicos diarios de agua que, por reglamento, deben contar con una planta de tratamiento, pero adicionalmente utilizan ceras, aromatizantes y abrillantadores, que contaminan severamente el agua, informó la, investigadora del Departamento de Física de la Unidad Iztapalapa de la UAM, Judith Cardoso."
2025-05-25,TV. Azteca MX (sitio),Pase UAM: Las licenciaturas a las que los Bachilleres que no tienen pase directo en 2025,El Pase UAM 2025 brinda a los Bachilleres una oferta de 57 licenciaturas que se imparten en cuatro planteles sin necesidad de presentar examen de admisión.
2025-05-25,La Razón On line (Sitio),"Clara Brugada recuerda a Ximena Guzmán, colaboradora asesinada: 'Siempre fue un sol'","La jefa de Gobierno Clara Brugada, publicó un mensaje en honor a quien fue su secretaria particular, Ximena Guzmán, asesinada el pasado 20 de mayo, a quien se refirió como una persona que ""siempre fue un sol en nuestro Gobierno""."
2025-05-24,Canal 40 Adn,"Se lleva a cabo el Reciclatrón en la Casa Popular de Magdalena Contreras, donde se pueden desechar dispositivos electrónicos.","En la Casa Popular de Magdalena Contreras, se está llevando a cabo el Reciclatrón, una jornada de reciclaje de dispositivos electrónicos. 
 
 Carmen Sánchez reporta desde el lugar, destacando la recepción de una variedad de objetos, desde pantallas y pilas hasta estéreos y planchas. 
 
 La jornada concluirá a las 4:00 p.m., pero se anuncia la continuación del evento en diferentes zonas de la Ciudad de México, incluyendo Indios Verdes y el Parque del Mestizaje el 30 y 31 de mayo. 
 
 Se invita a la ciudadanía a consultar las redes sociales de la Secretaría de Medio Ambiente de la Ciudad de México para conocer el calendario de eventos. 
 
 Las empresas participantes están certificadas en reciclaje, asegurando un proceso adecuado para descomponer y reutilizar los materiales, evitando la contaminación ambiental."
2025-05-24,Metro Noticias MX (Sitio),Agua limpia para todas y todos: proyectos clave de la UAM,"El agua es un tema prioritario para México por lo que la Universidad Autónoma Metropolitana (UAM) trabaja en intervenciones puntuales para limpiar sitios estratégicos y restaurar la calidad del vital líquido en beneficio de toda la sociedad, con lo cual se aplica el extenso conocimiento y la experiencia de la Institución para enfrentar retos hídricos de gran envergadura."
2025-05-24,88.9 Noticias,La UAM trabaja en el tratamiento de aguas grises para su reutilización.,"En la Universidad Autónoma Metropolitana (UAM), se está desarrollando un proyecto para el reutilización de aguas grises, aquellas que provienen de actividades como autolavados y lavanderías. 
 
 La iniciativa, liderada por la doctora Judith Cardoso Martínez, investigadora del Departamento de Física de la Unidad Iztapalapa de la UAM, busca implementar un proceso de tratamiento de agua mediante un mecanismo físico-químico. 
 
 Este enfoque no solo promueve la sostenibilidad, sino que también se centra en el uso de materiales biodegradables, específicamente biopolímeros, para facilitar el proceso. 
 
 La propuesta ha sido patentada por la UAM, destacando su compromiso con la innovación y la conservación de recursos hídricos."
2025-05-24,TV. Azteca MX (sitio),¿Cuál es el promedio necesario para el Pase UAM 2025? Conoce los requisitos,¿Sabías que puedes ingresar a la UAM sin examen? Conoce el promedio mínimo y los requisitos para estudiantes del Colegio de Bachilleres en 2025.
2025-05-23,88.9 Noticias (Sitio),Reusar las aguas de los auto lavados,"En la Universidad Autónoma Metropolitana, se trabaja para el rehúso de las aguas grises que son las que provienen por ejemplo, de los auto lavados..."
2025-05-23,A Fondo EDO.MEX (Sitio),URGENTE: Usuario llegó al andén con la intención de acabar con sus problemas,Una persona se arrojó la tarde de este viernes al paso del tren en una estación del Metro en la alcaldía Iztapalapa.
2025-05-23,Diario de México (sitio),Suspenden servicio en Línea 8 del Metro; persona se arroja al paso del tren,"La tarde de este viernes, el servicio en la Línea 8 del Metro de la Ciudad de México fue suspendido temporalmente debido al rescate de una persona que presuntamente se arrojó al paso del tren en la estación UAM-Iztapalapa."
2025-05-23,SLP Plano Informativo,Extiende CNTE protestas en CDMX,La Coordinadora Nacional de Trabajadores de la Educación (CNTE) multiplicó los puntos de protesta en la Ciudad de México.
2025-05-23,TAMP La Prensa,Extiende CNTE protestas en CDMX,de México (22 mayo 2025) La Coordinadora Nacional de Trabajadores de la Educación (CNTE) multiplicó los puntos de protesta en la Ciudad de México.
2025-05-23,La Silla Rota (sitio),Pase UAM: así debes hacer tu registro; esta es la fecha límite,"Contar con estudios universitarios no solo incrementa las oportunidades laborales y salariales, también permite a los jóvenes desarrollar pensamiento crítico, habilidades técnicas y un sentido de responsabilidad social. En un mercado cada vez más competitivo, tener un título profesional marca una diferencia significativa, especialmente en sectores como tecnología, salud, ciencias sociales, ingeniería y educación."
2025-05-23,El Universal (sitio),Luis Hernández Palacios,"Un acordeón no sirve sino se ha estudiado antes. No es lo mismo un recordatorio de los temas, que las respuestas facilitadas por la compra o negociación con alguno de los dueños o depositarios de las respuestas del examen."
2025-05-22,ZonaDocs JAL (Sitio),"El caso de Zapata Internacional: la facturera que extrajo 1,809 mdp de Pemex en la época de Calderón",Pemex otorgó a una empresa sin activos y sin personal suficiente el contrato más grande asignado a una EFOS y el resultado fueron pozos improductivos y retrasos en las entregas. Tras la compañía funciona una amplia red de firmas que sigue ganando contratos con el gobierno.
2025-05-22,CCO Noticias (sitio),La UAM lanza el Pase UAM 2025: ingreso directo para alumnos del Colegio de Bachilleres,"Ciudad de México, 23 de mayo de 2025. Por primera vez, la Universidad Autónoma Metropolitana (UAM) ha implementado el Pase UAM 2025, un programa que permite a estudiantes del Colegio de Bachilleres (Colbach) acceder a 57 licenciaturas sin presentar examen de admisión."
2025-05-22,El Sur GRO (sitio),Bloquean cetegistas calles en Cdmx y hacen pintas en Televisa,"Ciudad de México, 22 de mayo de 2025. Integrantes de la Coordinadora Estatal de Trabajadores de la Educación en Guerrero (CETEG) bloqueaban este jueves las calles aledañas a las instalaciones de Televisa, en la Ciudad de México, como parte de las movilizaciones convocadas por la Coordinadora Nacional de Trabajadores de la Educación (CNTE)."
2025-05-22,MSN Noticias EU (sitio),"Fiscalía CDMX inicia investigación por el asesinato de Ximena Guzmán y José Muñoz, colaboradores de Brugada","La Fiscalía General de Justicia de la Ciudad de México (FGJCDMX) informó que inició la investigación por el homicidio de dos personas, identificadas como Ximena Guzmán y José Muñoz, colaboradores de la Jefatura de Gobierno de la Ciudad de México, quienes perdieron la vida la mañana de este martes 20 de mayo de 2025 en la calzada de Tlalpan, a la altura de la colonia Moderna, alcaldía Benito Juárez."
2025-05-22,El Heraldo de México (sitio),"Sale cortejo fúnebre de Ximena Guzmán, colaboradora de Brugada, la despiden con dispositivo de seguridad | VIDEO","Los restos de Ximena Guzmán, fueron trasladados de la funeraria ubicada en la colonia San Rafael hacia el Panteon Colinas de Mayorazgo la tarde d e este jueves 22 de marzo. Familiares, amigos y colaboradores de quien en vida fuera la secretaria particular de la jefa de gobierno, partieron alrededor de medio día."
2025-05-22,Oro Radio OAX (sitio),Continúa CNTE jornada de movilizaciones en la Ciudad de México,"OAXACA, Oax. Integrantes de la Coordinadora Nacional de Trabajadores de la Educación (CNTE), entre ellos, agremiados a la Sección 22 multiplicó los puntos de bloqueos en la Ciudad de México."
2025-05-22,Reforma.com (sitio),Llegan ambulantes de Puebla a CDMX para apoyar a CNTE,Un nutrido contingente de Unión Popular de Vendedores y Ambulantes (UPVA) de Puebla llegó al Ángel de la Independencia para respaldar a la Coordinadora Nacional de Trabajadores de la Educación (CNTE) en su marcha hacia el Zócalo capitalino.
2025-05-22,HGO Plaza Juárez,Agenda educativa // Política educativa alimentaria: Los comedores universitarios (IV),Política educativa alimentaria: Los comedores universitarios (IV).
2025-05-22,Metro Noticias MX (Sitio),"Participación activa de mujeres en disciplinas STEM posibilita equidad, movilidad social y desarrollo justo","Promover la participación activa de mujeres y jóvenes en las disciplinas STEM enriquece el conocimiento y amplía las posibilidades de equidad, movilidad social y desarrollo con justicia, afirmó el doctor José Antonio De los Reyes Heredia, rector general de la Universidad Autónoma Metropolitana (UAM)."
2025-05-22,NTCD (sitio),Ximena Guzmán y José Muñoz: trayectorias clave en el equipo de Clara Brugada,"_ Ximena Josefina Guzmán Cuevas y José Muñoz Vega han sido piezas fundamentales en el equipo de trabajo de Clara Brugada Molina, tanto durante su gestión en la alcaldía Iztapalapa como en la actual Jefatura de Gobierno de la Ciudad de México. Ambos perfiles combinan experiencia en la administración pública, vocación social y una trayectoria marcada por la cercanía con proyectos enfocados en el bienestar comunitario y la transformación urbana."
2025-05-22,Reforma.com (sitio),Extiende CNTE protestas en CDMX,La Coordinadora Nacional de Trabajadores de la Educación (CNTE) multiplicó los puntos de protesta en la Ciudad de México.
2025-05-22,103.3 Radio Fórmula,Los maestros de la CNTE se movilizan en la Ciudad de México.,"Maestros de la Coordinadora Nacional de Trabajadores de la Educación (CNTE) han comenzado a retirarse para llevar a cabo una movilización en al menos 17 puntos de la Ciudad de México. 
 
 La protesta, que se ha intensificado en los últimos días, incluye paradas en lugares como la Bolsa Mexicana de Valores, la embajada de Estados Unidos y la embajada de Japón. 
 
 La sección nueve de la CNTE también está activa en áreas como Tláhuac, Milpa Alta y el metro UAM en Iztapalapa. 
 
 La movilización, que se inicia entre las 9:00 y 9:10 a.m., se espera que concluya alrededor de las 3:00 p.m., momento en el cual los maestros regresarán para evaluar la posibilidad de reunirse con la presidenta de México, Claudia Sheinbaum."
2025-05-22,La Silla Rota (sitio),Pase UAM: así debes hacer tu registro; esta es la fecha límite,"Contar con estudios universitarios no solo incrementa las oportunidades laborales y salariales, también permite a los jóvenes desarrollar pensamiento crítico, habilidades técnicas y un sentido de responsabilidad social. En un mercado cada vez más competitivo, tener un título profesional marca una diferencia significativa, especialmente en sectores como tecnología, salud, ciencias sociales, ingeniería y educación."
2025-05-21,JLA Noticias CDMX (Sitio),UAM abre convocatoria para pase directo a 57 opciones de licenciatura: fechas clave y requisitos,"La Universidad Autónoma Metropolitana lanzó la primera convocatoria de 'Pase UAM', mecanismo a través del cual estudiantes del Colegio de Bachilleres podrán acceder a una oferta de 57 licenciaturas que se imparten en cuatro planteles sin necesidad de presentar examen de admisión."
2025-05-21,Imagen Agropecuaria SLP (Sitio),"Calor en CDMX, fenómeno cada vez más extremo","La ola de calor que se registra actualmente en la Ciudad de México obedece a una combinación de factores; uno de los principales es la circulación anticiclónica, que impide la formación de nubes y atrapa el calor en la atmósfera, generando un ambiente seco y con altos índices de radiación, así como la presencia de masas de aire caliente que se desplazan hacia el norte del país, lo que contribuye a la elevación de las temperaturas, explicó la doctora Fabiola Sagrario Sosa Rodríguez, profesora e investigadora de la Universidad Autónoma Metropolitana (UAM)."
2025-05-21,Chilango (sitio),UAM abre convocatoria para pase directo a 57 opciones de licenciatura: fechas clave y requisitos,"La Universidad Autónoma Metropolitana lanzó la primera convocatoria de 'Pase UAM', mecanismo a través del cual estudiantes del Colegio de Bachilleres podrán acceder a una oferta de 57 licenciaturas que se imparten en cuatro planteles sin necesidad de presentar examen de admisión."
2025-05-21,Canal 4 N+Foro TV,Jimena Guzmán Cuevas y José Muñoz Vega: funcionarios destacados en la administración pública de la Ciudad de México.,"Jimena Josefina Guzmán Cuevas, de 42 años, fue una destacada funcionaria en la administración pública de la Ciudad de México. Licenciada en sociología por la Universidad Autónoma Metropolitana (UAM) y con una maestría en la misma área por la Escuela de Altos Estudios en Ciencias Sociales de París, Guzmán Cuevas ocupó diversos cargos, incluyendo el de secretaria particular de Clara Brugada durante su gestión en la alcaldía Iztapalapa y posteriormente en la jefatura de gobierno.
 
 José Muñoz Vega, de 40 años, era el coordinador de asesores de la Jefatura de Gobierno. Licenciado en Ciencia Política y Administración Pública, Muñoz Vega había desempeñado roles como asesor público en la Cámara de Diputados y en la entonces Asamblea Legislativa de la Ciudad de México. 
 
 Ambos funcionarios perdieron la vida en un accidente automovilístico, dejando un legado en el servicio público de la capital mexicana."
2025-05-21,Excélsior (Sitio),"Nombran Ximena Guzmán a Casa de Cuidados en CDMX, en honor a funcionaria asesinada","La primera Casa de Cuidados de la Ciudad de México (CDMX) se llamará Ximena Guzmán en honor de la secretaria particular de la jefa de Gobierno, Clara Brugada."
2025-05-21,El Siglo de Torreón (sitio),¿Qué promedio necesitas y cuántos lugares hay por el pase UAM?,"El pasado 17 de mayo, la Universidad Autónoma Metropolitana (UAM), publicó la convocatoria al Segundo Proceso de Selección 2025 para que los aspirantes que hayan concluido el nivel medio superior o equivalente, puedan ingresar a la licenciatura."
2025-05-21,Campeche en Línea CAMP (sitio),¿Quiénes eran los funcionarios de Brugada asesinados en CDMX?,"Esta mañana, fuentes oficiales informaron el homicidio de Ximena Guzmán y José Muñoz, miembros del equipo de Clara Brugada, jefa de Gobierno capitalino."
2025-05-21,JAL Página 24,"Ximena Josefina Guzmán, Mano Derecha de Brugada","Ximena Josefina Guzmán Cuevas se desempeñaba como secretaria particular de la jefa de Gobierno, puesto que ocupó desde 2018 cuando Clara Brugada Molina aún era alcaldesa de Iztapalapa. Era conocida por ser una de las manos derechas de la mandataria."
2025-05-21,ZAC Página 24,"Ximena Josefina Guzmán, Mano Derecha de Brugada","Ximena Josefina Guzmán Cuevas se desempeñaba como secretaria particular de la jefa de Gobierno, puesto que ocupó desde 2018 cuando Clara Brugada Molina aún era alcaldesa de Iztapalapa. Era conocida por ser una de las manos derechas de la mandataria."
2025-05-21,Yucatán al Minuto YUC (sitio),¿Quiénes eran los funcionarios de Brugada asesinados en CDMX?,"Esta mañana, fuentes oficiales informaron el homicidio de Ximena Guzmán y José Muñoz, miembros del equipo de Clara Brugada, jefa de Gobierno capitalino."
2025-05-21,El Heraldo Aguascalientes AGS (sitio),¿Quienes eran los dos funcionarios atacados en Tlalpan?,"CIUDAD DE MÉXICO: Ximena Guzmán y José Muñoz, los dos funcionarios públicos asesinados esta mañana (martes) en Calzada de Tlalpan, trabajaron desde hace varios años cerca a la Jefa de Gobierno, Clara Brugada, en la Alcaldía Iztapalapa y en la campaña previa al proceso electoral. Estos son sus perfiles."
2025-05-21,Diario A Discusión SIN (sitio),"Esta fue la ruta de escape que siguió el asesino de Ximena Guzmán y José Muñoz, colaboradores de Clara Brugada",Las autoridades capitalinas han identificado los pasos clave que siguió el responsable y sus cómplices
2025-05-21,Milenio (sitio),Pase directo UAM 2025: ¿Cuántas carreras hay?,"La Universidad Autónoma Metropolitana (UAM) informó a los estudiantes que van en busca de su pase automático, cuál es el proceso que deberán contemplar para su registro , pero también enlistó las carreras que tiene disponibles para elegir la licenciatura que deseas. En MILENIO te decimos cuáles son."
2025-05-21,La Jornada BC (sitio),Ximena Guzmán y José Muñoz formaban parte de círculo más cercano de Brugada,Por: La Jornada
2025-05-21,JAL El Diario NTR,Ximena pasó años a lado de Brugada,"Estudió Sociología por la UAM Xochimilco y era maestra en sociología por la Escuela de Altos Estudios en Ciencias Sociales de París. Trabajó en áreas educativas y de gobierno en Iztapalapa y la Ciudad de México. Fue secretaria particular de Clara Brugada de 2018 a 2024, cargo en el que continuó al lado de la jefa de Gobierno."
2025-05-21,YUC 24 Horas Yucatán,Deportista de alto rendimiento y socióloga,"Para quienes compartieron el trabajo con Ximena Guzmán Cuevas, la recordarán por su pasión hacia el atletismo, el ciclismo y la natación, así como ser de las primeras funcionarios en llegar a la oficina y ser la última en retirarse ya que era la secretaria particular de la jefa de Gobierno de la Ciudad de México, Clara Brugada."
2025-05-21,HGO La Crónica de Hidalgo,"Estoy muy triste, seguiré en el combate contra la inseguridad: jefa de Gobierno","Posterior al asesinato de su secretaria particular, Ximena Guzmán y su asesor, José Muñoz, la jefa de Gobierno, Clara Brugada, ofreció un mensaje, en el que con tristeza y vestida de color negro, lamentó la muerte de sus colaboradores con quienes por muchos años, relató, compartió anhelos y luchas, por transformar, primero, Iztapalapa y ahora la Ciudad de México."
2025-05-21,ZAC NTR,Ximena pasó años a lado de Brugada,"Estudió Sociología por la UAM Xochimilco y era maestra en sociología por la Escuela de Altos Estudios en Ciencias Sociales de París. Trabajó en áreas educativas y de gobierno en Iztapalapa y la Ciudad de México. Fue secretaria particular de Clara Brugada de 2018 a 2024, cargo en el que continuó al lado de la jefa de Gobierno."
2025-05-21,Maya Comunicación (Sitio),¿Quiénes fueron Ximena Guzmán y José Muñoz? Dos pilares del servicio público en la CDMX.,"Ciudad de México, 21 de mayo de 2025.-Con una vida dedicada al servicio público, Ximena Josefina Guzmán Cuevas y José Muñoz Vega no solo construyeron sólidas trayectorias en la administración gubernamental, sino que también dejaron una profunda huella en la transformación social y política de la Ciudad de México."
2025-05-21,JAL El Informador,Ejecutan a dos funcionarios en CDMX; el sicario elude la videovigilancia,CDMX EVIDENCIAN VULNERABILIDAD DE FUNCIONARIOS.
2025-05-21,Plano Informativo SLP (sitio),¿Quienes eran los dos funcionarios atacados en Tlalpan?,"Ximena Guzmán y José Muñoz, los dos funcionarios públicos asesinados esta mañana en Calzada de Tlalpan, trabajaron desde hace varios años cerca a la Jefa de Gobierno, Clara Brugada, en la Alcaldía Iztapalapa y en la campaña previa al proceso electoral. Estos son sus perfiles."
2025-05-21,Metro Noticias MX (Sitio),Quienes eran Ximena Josefina Guzmán Cuevas y José Muñoz Vega,XIMENA JOSEFINA GUZMÁN CUEVAS
2025-05-21,AGS Página 24 Aguascalientes,"Ximena Josefina Guzmán, Mano Derecha de Brugada","Ximena Josefina Guzmán Cuevas se desempeñaba como secretaria particular de la jefa de Gobierno, puesto que ocupó desde 2018 cuando Clara Brugada Molina aún era alcaldesa de Iztapalapa. Era conocida por ser una de las manos derechas de la mandataria."
2025-05-21,El Diario de Delicias CHIH (sitio),¿Quienes eran los dos funcionarios atacados en Tlalpan?,"Ximena Guzmán y José Muñoz, los dos funcionarios públicos asesinados esta mañana en Calzada de Tlalpan, trabajaron desde hace varios años cerca a la Jefa de Gobierno, Clara Brugada, en la Alcaldía Iztapalapa y en la campaña previa al proceso electoral. Estos son sus perfiles."
2025-05-21,Latinus_us Youtube,"Fallece Ximena Guzmán, secretaria particular de Clara Brugada, a los 42 años; su rol clave en el gabinete de la Ciudad de México y legado en la administración pública","Ximena Guzmán, quien se desempeñaba como secretaria particular de Clara Brugada, jefa de gobierno de la Ciudad de México, falleció a los 42 años. 
 
 Guzmán, licenciada en sociología por la UAM y maestra en la Escuela de Altos Estudios en Ciencias Sociales de París, tenía acceso a reuniones del gabinete de seguridad y manejaba la agenda diaria de Brugada. 
 
 Su labor incluía ser el enlace con los alcaldes de la Ciudad de México, lo que le otorgaba acceso a información delicada. 
 
 José Muñoz, coordinador de asesores en el gobierno de Brugada, también tenía acceso a temas sensibles y ha ocupado diversos cargos en el ámbito político y social. 
 
 Ambos funcionarios dejaron un legado significativo en la administración pública."
2025-05-21,La Jornada Zacatecas ZAC (sitio),Lenia Batres promueve en Zacatecas su candidatura a elecciones judiciales,Por: ALEJANDRA CABRAL
2025-05-21,TAMPS Tamaulipas Milenio,"Ximena y Pepe eran ""servidores ejemplares"", dicen compañeros",ARMANDO MARTÍNEZ Y AZUCENA RANGEL/CIUDAD DE MÉXICO.
2025-05-21,Milenio (sitio),Noticias del asesinato de funcionarios de Clara Brugada HOY 21 de mayo: Despiden a Ximena Guzmán y José Muñoz,"La mañana del martes 20 de mayo, Ximena Guzmán y José Muñoz, secretaria y asesor de la jefa de Gobierno de la Ciudad de México, Clara Brugada, fueron asesinados a balazos en un ataque directo en calzada de Tlalpan."
2025-05-21,PUE Publimetro,Asesinato de cercanos a Brugada conmociona al pais,Ximena Guzmán y José Muñoz fueron asesinados en Calzada de Tlalpan.
2025-05-21,JAL Milenio Jalisco,"Ximena y Pepe eran ""servidores ejemplares"", dicen compañeros",Ambos colaboraron con Clara Brugada desde su primer mandato en la delegación Iztapalapa.
2025-05-21,GTO Publimetro León,Asesinato de asesor y secretaría de Clara Brugada conmociona a todo el país,"Ximena Guzmán y José Muñoz, brazos izquierdos' de la jefa de Gobierno de la CDMX, fueron asesinados en Calzada de Tlalpan; Morena acusa intento de desestabilización del Gobierno."
2025-05-21,Diario Chihuahua (Sitio),¿Quienes eran los dos funcionarios atacados en Tlalpan?,"Ximena Guzmán y José Muñoz, los dos funcionarios públicos asesinados esta mañana en Calzada de Tlalpan, trabajaron desde hace varios años cerca a la Jefa de Gobierno, Clara Brugada, en la Alcaldía Iztapalapa y en la campaña previa al proceso electoral. Estos son sus perfiles."
2025-05-21,El Universal,LA SOCIÓLOGA QUE SE CONVIRTIÓ EN MANO DERECHA,PERFIL XIMENA JOSEFINA GUZMAN CUEVAS Secretaria particular de Clara Brugada.
2025-05-21,Excélsior,Atleta comprometida con Utopías,Fue campeona en atletismo y una seguidora de Los Ágeles Azules.
2025-05-21,Cosmopolítico EDO.MEX (Sitio),Gobierno de la CDMX lamenta mucho el asesinato de Ximena Guzmán y de José Muñoz,Por Martín Aguilar/
2025-05-21,Infobae América (Sitio),"Vecino de la colonia Moderna relata cómo asesinaron a Ximena Guzmán y José Muñoz: ""Traían chalecos verdes""","Mientras las autoridades reconstruyen la ruta de escape seguida por los agresores, habitantes de la zona han comenzado a narrar lo que presenciaron la mañana del martes 20 de mayo, en la colonia Moderna, donde ocurrió el ataque que terminó con la vida de Ximena Guzmán y José Muñoz, colaboradores de la Jefa de Gobierno de la Ciudad de México, Clara Brugada."
2025-05-21,Infobae América (Sitio),"Velan a colaboradores de Clara Brugada; simpatizantes la arropan con consignas: ""¡No estás sola!""","Los cuerpos de Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, jefa de Gobierno de la Ciudad de México, y de José Muñoz Vega, coordinador general de asesores, son velados la noche de este martes en la funeraria Gayosso Sullivan, en la colonia San Rafael, de la alcaldía Cuauhtémoc."
2025-05-21,Infobae América (Sitio),"Esta fue la ruta de escape que siguió el asesino de Ximena Guzmán y José Muñoz, colaboradores de Clara Brugada","La Fiscalía General de Justicia de la Ciudad de México (FGJCDMX) investiga el asesinato de Ximena Guzmán Cuevas, secretaria particular de la jefa de Gobierno Clara Brugada, y de su asesor José Muñoz Vega. Ambos funcionarios fueron asesinados a balazos la mañana del martes 20 de mayo, en un ataque directo perpetrado en la Calzada de Tlalpan, a la altura de la colonia Moderna, en la alcaldía Benito Juárez."
2025-05-21,NL Milenio Monterrey,"Ximena y Pepe eran ""servidores ejemplares"", dicen compañeros",Ambos colaboraron con Clara Brugada desde su primer mandato en la delegación Iztapalapa.
