Fecha,Medio,Título,Resumen
2025-05-20,Contralínea,¿Quién financia al sector público?,"L ¿QUIÉN FINANCIA AL SECTOR PÚBLICO? CAROLINA HERNÁNDEZ CALVARIO LICENCIADAY DOCTORA EN ECONOMÍA POR LA FACULTAD DE ECONOMÍA DE LA UNAM: MAESTRA EN ESTUDIOS LATINOAMERICANOS POR LA FACULTAD DE FILOSOFÍAY LETRAS (UNAM). PROFESORA INVESTIGADORA DE LA UAM-IZTAPALAPA su CAMPO DE ESPECIALIZACIÓN ES EN ECONOMÍA POLÍTICA a historia del surgimiento de los bancos centrales posee una característica difícil de ignorar, y es que éstos se crearon en coyunturas económicas enmarcadas en procesos de transformación social (Goodhart, 1988)."
2025-05-20,Línea Directa TAMPS (sitio),"¿Quién era Ximena Guzmán? Aquí el perfil de la secretaria particular de Clara Brugada, asesinada en CDMX","Ciudad de México.- La mañana de este martes 20 de mayo, autoridades confirmaron el fallecimiento de Ximena Josefina Guzmán Cuevas, servidora pública de la Ciudad de México y secretaria particular de la jefa de Gobierno, Clara Brugada Molina."
2025-05-20,El Universal (sitio),"Fiscalía CDMX inicia investigación por el asesinato de Ximena Guzmán y José Muñoz, colaboradores de Brugada","La Fiscalía General de Justicia de la Ciudad de México (FGJCDMX) informó que inició la investigación por el homicidio de dos personas, identificadas como Ximena Guzmán y José Muñoz, colaboradores de la Jefatura de Gobierno de la Ciudad de México, quienes perdieron la vida la mañana de este martes 20 de mayo de 2025 en la calzada de Tlalpan, a la altura de la colonia Moderna, alcaldía Benito Juárez."
2025-05-20,La Voz de Querétaro (Sitio),Asesinan a Ximena Guzmán y José Muñoz en ataque directo en CDMX,"La mañana del martes 20 de mayo, un ataque armado estremeció al gobierno capitalino. Ximena Josefina Guzmán Cuevas, secretaria particular de la jefa de Gobierno de la Ciudad de México, Clara Brugada, y José Muñoz, asesor de su administración, fueron asesinados en una agresión directa perpetrada por dos sujetos a bordo de una motocicleta. El ataque ocurrió en el cruce de la Calzada de Tlalpan y la calle Napoleón, en la colonia Moderna, alcaldía Benito Juárez."
2025-05-20,Tribuna de México BCS (Sitio),"¿Quién era Ximena Guzmán, secretaria particular de Clara Brugada, que fue asesinada en Tlalpan?","Ximena Guzmán Cuevas, secretaria particular de la jefa de Gobierno de la Ciudad de México, Clara Brugada, fue asesinada a balazos la mañana de este martes 20 de mayo en un ataque directo ocurrido en la colonia Moderna, en la alcaldía Benito Juárez."
2025-05-20,El Universal EDO.MEX (sitio),"¿Quiénes eran Ximena Guzmán y José Muñoz, funcionarios del gobierno de la CDMX asesinados en Calzada de Tlalpan?","La jefa de Gobierno, Clara Brugada, confirmó la mañana de este martes 20 de mayo, la muerte de Ximena Guzmán y de José Muñoz, ambos funcionarios del Gobierno de la Ciudad de México."
2025-05-20,ABC Noticias Nuevo León (sitio),"¿Quién era Ximena Guzmán Cuevas, secretaria de Clara Brugada que fue asesinada este martes?","La funcionaria murió junto a José Muñoz, quien se desempeñaba como asesor de la mandataria morenista."
2025-05-20,Amexi CDMX (Sitio),"Ximena Guzmán Cuevas, con compromiso con el servicio público","Ximena Josefina Guzmán Cuevas, quien nació el 2 de agosto de 1982, fue una socióloga con un fuerte compromiso con en el servicio público, especialmente en la Ciudad de México."
2025-05-20,Cúspide México EDO.MEX (sitio),Gobierno de la CDMX lamenta mucho el asesinato de Ximena Guzmán y de José Muñoz,Martín Aguilar
2025-05-20,Vanguardia COAH (sitio),"¿Quién era Ximena Guzmán Cuevas, secretaria particular de Clara Brugada, asesinada el día de hoy en Tlalpan?","La mañana de este lunes, autoridades capitalinas confirmaron el fallecimiento de Ximena Josefina Guzmán Cuevas, servidora pública de la Ciudad de México y secretaria particular de la jefa de Gobierno, Clara Brugada Molina. La funcionaria perdió la vida en un ataque directo perpetrado en la colonia Moderna, en la alcaldía Benito Juárez, en el que también murió José Muñoz, identificado como asesor del Gobierno capitalino."
2025-05-20,La Saga (AdelaMichaOf) Youtube,Dos funcionarios cercanos a la jefa de Gobierno de la CDMX fueron asesinados en la alcaldía Benito Juárez.,"En la mañana de hoy, se reportó el asesinato de Ximena Guzmán y José Muñoz, ambos cercanos a la jefa de gobierno de la Ciudad de México, Clara Brugada. 
 
 El ataque, perpetrado por dos sujetos en motocicleta en la alcaldía Benito Juárez, ocurrió poco antes de las 8:00 a.m. y fue informado durante la conferencia matutina de la presidenta Claudia Sheinbaum. 
 
 El secretario de Seguridad de la Ciudad de México, Pablo Vázquez, condenó el ataque y aseguró que no habrá impunidad, colaborando con la fiscalía y autoridades federales para esclarecer el caso. 
 
 Ximena Guzmán, socióloga graduada de la Universidad Autónoma Metropolitana, ocupó diversos cargos en la administración pública, incluyendo secretaria particular en la alcaldía Iztapalapa. 
 
 José Muñoz Vega, quien se describía como sociólogo del deporte, fue asesor de la administración capitalina y coordinador de asesores en la alcaldía de Iztapalapa. 
 
 Se espera una conferencia de prensa conjunta con Clara Brugada y Pablo Vázquez a las 11:00 a.m. para brindar más detalles sobre el caso."
2025-05-20,Sol Yucatán YUC (sitio),ATAQUE DIRECTO A CLARA BRUGADA: MUEREN DOS FUNCIONARIOS,"La jefa de Gobierno, Clara Brugada, confirmó este lunes el asesinato de su secretaria particular, Ximena Guzmán, y de su asesor, José Muñoz, en lo que calificó como una agresión directa ocurrida en la alcaldía Benito Juárez."
2025-05-20,Desinformemonos.org CDMX (sitio),Olas de calor en Ciudad de México: un fenómeno cada vez más extremo,"La ola de calor que se registra actualmente en la Ciudad de México obedece a una combinación de factores; uno de los principales es la circulación anticiclónica, que impide la formación de nubes y atrapa el calor en la atmósfera, generando un ambiente seco y con altos índices de radiación, así como la presencia de masas de aire caliente que se desplazan hacia el norte del país, lo que contribuye a la elevación de las temperaturas, explicó la doctora Fabiola Sagrario Sosa Rodríguez, profesora e investigadora de la Universidad Autónoma Metropolitana (UAM)."
2025-05-20,La República PER (Sitio),Asesinan a Ximena Guzmán Cuevas en CDMX: ¿quién fue la secretaria de Clara Brugada que murió durante presunta agresión directa? LRTMU,"La Ciudad de México amaneció la mañana del martes 20 de mayo con la noticia del asesinato de Ximena Guzmán Cuevas, secretaria particular de la jefa de Gobierno, Clara Brugada. El hecho ocurrió en plena luz del día, en la alcaldía Benito Juárez, donde también perdió la vida José Muñoz, asesor cercano a la mandataria capitalina. Las autoridades ya iniciaron investigaciones para esclarecer los hechos y dar con los responsables."
2025-05-20,El Heraldo de México (sitio),"¿Quién era Ximena Guzmán, la secretaria de Clara Brugada y el asesor José Muñoz, asesinados en Calzada de Tlalpan?","Ximena Josefina Guzmán Cuevas era la secretaria particular de la jefa de Gobierno de la Ciudad de México, Clara Brugada, mientras que José Muñoz era asesor de la jefatura; ambos fueron atacados y perdieron la vida la mañana de este martes 20 de mayo."
2025-05-20,El Universal (sitio),"¿Quiénes eran Ximena Guzmán y José Muñoz, funcionarios del gobierno de la CDMX asesinados en Calzada de Tlalpan?","La jefa de Gobierno, Clara Brugada, confirmó la mañana de este martes 20 de mayo, la muerte de Ximena Guzmán y de José Muñoz, ambos funcionarios del Gobierno de la Ciudad de México."
2025-05-20,La Saga (AdelaMichaOf) Youtube,"Jimena Guzmán, ex secretaria particular de la Alcaldía Iztapalapa, trabajó en la administración pública de la Ciudad de México.","Jimena Guzmán, socióloga graduada de la UAM en 2006, desempeñó diversos cargos en la administración pública de la Ciudad de México. 
 
 En 2023, fue secretaria particular en la alcaldía Iztapalapa, encargándose de la atención directa al público. 
 
 Anteriormente, entre 2015 y 2018, trabajó en la Secretaría de Gobierno de la Ciudad de México como subdirectora de giras y reuniones de trabajo. 
 
 José Muñoz, coordinador de asesores de la jefa de gobierno, también formó parte de este equipo cercano. Se espera más información en la próxima conferencia de prensa."
2025-05-20,90.5 Imagen,"Resumen Informativo, Imagen Informativa Primera Emisión","- Jimena Guzmán, secretaria particular de la jefa de Gobierno de la Ciudad de México, y José Muñoz, asesor en seguridad, fueron asesinados en un ataque directo en Calzada de Tlalpan, cerca de la estación Metro Xola. La presidenta Claudia Sheinbaum confirmó los asesinatos y expresó su solidaridad con las familias afectadas, asegurando que se investigará a fondo para hacer justicia. Guzmán tenía una destacada trayectoria en el gobierno local, mientras que Muñoz participaba en reuniones del gabinete de seguridad. Las circunstancias del crimen aún están bajo investigación.
 
 - En otro incidente, el buque escuela Cuauhtémoc sufrió un accidente en Nueva York mientras era asistido por un remolcador y un capitán del puerto. El secretario de Marina, Raymundo Pedro Morales, señaló que es pronto para determinar las causas del accidente, que está siendo investigado por la Agencia de Seguridad del Transporte y la Guardia Costera. Dos cadetes permanecen hospitalizados en Nueva York, aunque se espera que sean dados de alta pronto. El accidente resultó en cuatro heridos de gravedad, de los cuales dos fallecieron. Las llamadas de la embarcación antes del accidente fueron para solicitar más remolcadores, no para pedir auxilio."
2025-05-20,Milenio (sitio),"Quién era Ximena Guzmán Cuevas, secretaria personal de Clara Brugada, asesinada en Tlalpan, CdMx","La mañana de este 20 de mayo, autoridades de la Ciudad de México informaron que Ximena Josefina Guzmán Cuevas, secretaria particular de la jefa de Gobierno, Clara Brugada, murió tras una agresión directa en la colonia Moderna, alcaldía Benito Juárez."
2025-05-20,TV. Azteca MX (sitio),"¿Quiénes eran la secretaria particular y el asesor de Clara Brugada, asesinados en Calzada de Tlalpan?",Una pareja fue asesinada a tiros por los ocupantes de una motocicleta en la esquina de la Calzada de Tlalpan y Napoleón en la colonia Moderna en Benito Juárez.
