,Fecha,Medio,Título,Resumen,Alcance
11,2025-06-12,Imagen del Golfo VER (sitio),"El retorno ""porril"" a la UV","El doctor Jorge Manzo Denes, aspirante a la rectoría de la Universidad Veracruzana, por tercera ocasión y en defensa de la misma, dice:",348200
12,2025-06-12,Imagen del Golfo VER (sitio),"En crisis, la servil JG-UV","Aunque su renuncia como miembro de la Junta de Gobierno de la Universidad Veracruzana (JG-UV) la presentó desde tres días antes, la dimisión de la doctora María Angélica Buendía Espinosa apenas trascendió ayer al filtrarse la información al diario La Jornada Veracruz.",348200
13,2025-06-12,Pasantes DF CDMX (Sitio),Marchas HOY jueves 12 de junio de 2025 en CDMX: Manifestaciones y ALTERNATIVAS,"Como parte de la información que necesitas para iniciar tu rutina de este jueves 12 de junio, te compartimos las marchas y manifestaciones que se prevén. Estos bloqueos pueden causar cortes viales a la circulación y complicaciones en los trayectos de los habitantes de la Ciudad de México.",9030
14,2025-06-12,TV. Azteca MX (sitio),¿Qué pasa en el Metro CDMX? Reporte EN VIVO del 12 de junio sobre el avance de trenes,Así está el avance de trenes en el Metro CDMX este jueves 12 de junio de 2025. Toma precauciones si usas la Línea 1: varias estaciones siguen cerradas.,55000
15,2025-06-12,Noticias MVS (Sitio),"Marchas y bloqueos en CDMX hoy: Trabajadores del TSJ-CDMX, estudiantes y colectivos saldrán a las calles","Este miércoles 12 de junio, la Ciudad de México vivirá una jornada de intensas movilizaciones sociales, donde trabajadores, estudiantes y colectivos alzarán la voz por mejores condiciones laborales, justicia social y reformas estructurales. Conoce las rutas que estarán bloqueadas así como sus alternativas viales.",558000
16,2025-06-12,El Heraldo de México (sitio),Marchas HOY jueves 12 de junio de 2025 en CDMX: Manifestaciones y ALTERNATIVAS,"Como parte de la información que necesitas para iniciar tu rutina de este jueves 12 de junio, te compartimos las marchas y manifestaciones que se prevén. Estos bloqueos pueden causar cortes viales a la circulación y complicaciones en los trayectos de los habitantes de la Ciudad de México.",1674420
17,2025-06-12,Publimetro (sitio),Revisa las alternativas viales y calles afectadas por marchas en CDMX hoy jueves 12 de junio,Para hoy se esperan diferentes manifestaciones y movilizaciones en la Ciudad de México; te compartimos qué hora y en dónde serán,454059
18,2025-06-12,Revista Sin Recreo VER (sitio),Siguen las renuncias en la JUNTA DE GOBIERNO de la UV,De la Redacción,17100
19,2025-06-12,Uno TV Noticias (Sitio),"Movilizaciones en CDMX, hoy 12 de junio: marchas y concentraciones",La Ciudad de México (CDMX) espera este jueves 12 de junio múltiples movilizaciones sociales que podrían generar afectaciones viales.,331000
20,2025-06-12,Hora Cero VER (sitio),"En crisis, la servil JG-UV / Raymundo Jiménez",Raymundo Jiménez / Al pie de la letra,16800
21,2025-06-12,Diario del Istmo VER (sitio),"EN CRISIS, LA SERVIL JG-UV","Aunque su renuncia como miembro de la Junta de Gobierno de la Universidad Veracruzana (JG-UV) la presentó desde tres días antes, la dimisión de la doctora María Angélica Buendía Espinosa apenas trascendió ayer al filtrarse la información al diario La Jornada Veracruz.",15000
22,2025-06-12,Quadratín VER (sitio),Raymundo Jiménez/Al pie de la letra,"Aunque su renuncia como miembro de la Junta de Gobierno de la Universidad Veracruzana (JG-UV) la presentó desde tres días antes, la dimisión de la doctora María Angélica Buendía Espinosa apenas trascendió ayer al filtrarse la información al diario La Jornada Veracruz.",59900
29,2025-06-12,La Razón ES (Sitio),Investigadores descubren cómo se genera el ala que permite a las moscas mantener el equilibrio en el aire,"Un equipo del Instituto de Neurociencias (IN), centro mixto del Consejo Superior de Investigaciones Científicas (CSIC) y la Universidad Miguel Hernández (UMH), ha desvelado cómo se forma el halterio, una estructura fundamental para el vuelo de las moscas.",4000
30,2025-06-12,La Clave Online CDMX (sitio),"En medio de crisis en la sucesión UV, renuncia María Angélica Buendía a la Junta de Gobierno, que podría sustituirla sin necesidad de convocatoria y colocar a otro afín al rector","La profesora-investigadora de la Universidad Autónoma Metropolitana (UAM), María Angélica Buendía Espinosa, renunció a la Junta de Gobierno de la Universidad Veracruzana (UV), en medio de la crisis provocada por la intención de Martín Aguilar Sánchez de prorrogar su periodo como rector de manera directa.",3140
31,2025-06-12,Callejero PUE (Sitio),Ayuntamiento de Coronango concreta convenio con la UAM Azcapotzalco,"Coronango, Pue.- El Ayuntamiento de Coronango, encabezado por el alcalde Armando Aguirre, y la Universidad Autónoma Metropolitana, unidad Azcapotzalco (UAM-A), sumaron esfuerzos para la creación de un Centro de Innovación, Cultura y Tecnología en el municipio.",7700
32,2025-06-12,Noticias Veracruz VER (Sitio),Sistema de cómputos del INE operó con total transparencia en elección judicial: UAM-I,"El Sindicato Nacional de Trabajadores de la Secretaría de Salud (SNTSA) informó sobre una reunión con la Secretaria de Gobernación,",15000
33,2025-06-12,Somos Comunidad CDMX (sitio),"A Media Luz, instalación lumínica de F3 estudio fue inaugurada en Casa Rafael Galván de la UAM",Por: Jorge Daniel Filorio Pedraza,213
34,2025-06-12,Política al Día VER (Sitio),"En crisis, la servil JG-UV","Aunque su renuncia como miembro de la Junta de Gobierno de la Universidad Veracruzana (JG-UV) la presentó desde tres días antes, la dimisión de la doctora María Angélica Buendía Espinosa apenas trascendió ayer al filtrarse la información al diario La Jornada Veracruz.",19900
35,2025-06-12,Entorno Político VER (sitio),"En crisis, la servil JG-UV","Aunque su renuncia como miembro de la Junta de Gobierno de la Universidad Veracruzana (JG-UV) la presentó desde tres días antes, la dimisión de la doctora María Angélica Buendía Espinosa apenas trascendió ayer al filtrarse la información al diario La Jornada Veracruz.",15000
37,2025-06-12,Miradas (sitio),Performance se propone romper tabúes sobre la anorexia nerviosa,"Ensayo de Masticando hielo, de la coreógrafa Gabriela Hernández.Foto cortesía de Motores Danza",15000
38,2025-06-12,Eje Central (sitio),INE entra en fase de resolución jurídica,"El Instituto Nacional Electoral (INE) cerró el cómputo de los 300 distritos seccionales con lo que inició la cuenta regresiva para concluir la primera elección popular del Poder Judicial de la Federación (PJF). En menos de una semana, la autoridad electoral deberá sumar los resultados por entidad, verificar la elegibilidad de 881 personas ganadoras, aplicar la regla de paridad y el protocolo ""8 de 8 + 2"" contra la violencia y, finalmente, declarar la validez de seis comicios simultáneos.",12043
39,2025-06-12,Crónica del Poder VER (Sitio),Renuncia de integrante de Junta de Gobierno UV agudiza crisis institucional: LJV,"La doctora María Angélica Buendía Espinosa, investigadora de la UAM y Secretaria de la Unidad Xochimilco, presentó su renuncia a la Junta de Gobierno de la UV hace un par de días, en un claro deslinde del proceder del órgano colegiado, al que señaló como objeto de presiones internas. La renuncia de Buendía ocurre en medio de un clima de creciente tensión en la UV, tras la solicitud de prórroga solicitada por el rector Martín Aguilar ante la Junta de Gobierno. La nota y foto es «La Jornada Veracruz» que dirige Tulio Moreno.. La Junta de Gobierno no hizo pública esta renuncia..",18000
40,2025-06-11,Alcanzando El Conocimiento CDMX (Sitio),Presentan evolución de los valores de los mexicanos en los últimos 41 años,"Banamex presentó el libro La evolución cultural en México. Cuatro décadas de cambios de valores 1982-2023, resultado de un proyecto de investigación dedicado a estudiar cómo es y cómo ha cambiado la sociedad mexicana en las últimas cuatro décadas.",4000
41,2025-06-11,Pateando Ler Veracruz VER (Sitio),Renuncia en la Junta de Gobierno de la UV agudiza crisis institucional,Por La Redacción - La Jornada Veracruz,90
42,2025-06-11,La Jornada AGS (sitio),"Sistema de cómputos para la elección Judicial operó con transparencia, integridad y legalidad: UAM Iztapalapa",Especialistas en ingeniería y software validaron técnicamente el sistema durante los nueve días de operación,208000
43,2025-06-11,La Jornada de Veracruz VER (sitio),Hasta que la dignidad nos devuelva la vergüenza,Dra. Rosío Córdova PlazaInvestigadora Nacional Emérita,46100
44,2025-06-11,Columna Digital CDMX (sitio),Actuación desafía mitos de la anorexia,"En un impactante performance titulado Masticando hielo, la coreógrafa Gabriela Hernández, directora de la compañía Motores Danza, aborda la anorexia nerviosa a través de su propia experiencia de vida.Foto cortesía de Motores Danza",17800
45,2025-06-11,Perspectivas CDMX (sitio),Yo Campesino / ¿Tienen capacidad?,,16100
46,2025-06-11,El Garrote Periodismo Crítico EDO.MEX (Sitio),Jóvenes profesionistas del programa Mi Primera Chamba laboran ya en el Gobierno de Ecatepec,"""Échenle ganas"", pidió la alcaldesa Azucena Cisneros Coss.",4000
48,2025-06-11,NotiMX (Sitio),PRESENTAN EVOLUCIÓN DE LOS VALORES DE LOS MEXICANOS EN LOS ÚLTIMOS 41 AÑOS,"Ciudad de México. - Banamex presentó el libro La evolución cultural en México. Cuatro décadas de cambios de valores 1982-2023, resultado de un proyecto de investigación dedicado a estudiar cómo es y cómo ha cambiado la sociedad mexicana en las últimas cuatro décadas.",24300
49,2025-06-11,La Jornada (sitio),Sistema de cómputos del INE operó con total transparencia en elección judicial: UAM-I,Ciudadanos emiten su voto durante la elección judicial. Foto Germán Canseco / Archivo,1290000
50,2025-06-11,México Informa (Sitio),Sistema de cómputos del INE para elección Judicial operó con transparencia: UAM Iztapalapa,"El sistema que utilizó el Instituto Nacional Electoral (INE) para dar a conocer los cómputos distritales del Proceso Electoral Extraordinario para la elección de diversos cargos del Poder Judicial de la Federación (PEEPJF) 2024-2025, operó con total apego a los principios de transparencia, integridad y legalidad, garantizando la trazabilidad completa de cada operación realizada y la veracidad de los resultados generados.",16200
51,2025-06-11,Contralínea (Sitio),Economía y guerra,"El tema de la guerra no es ni puede ser algo ajeno a la clase trabajadora. La solidaridad de clase debe existir en tiempos de paz y reforzarse en tiempos como los que ahora se viven pues, aunque los conflicos bélicos en los últimos dos siglos han sido generalmente expresión de competencias intercapitalistas, el dolor y los muertos los hemos puesto nosotros. De ahí que en estas líneas se busca aportar a la comprensión de la lógica impulsora de un sistema imperialista que tiene como modo de producción al capitalismo, y como estrategia de acumulación la violencia y la guerra.",301400
52,2025-06-11,Dossier de Prensa CDMX (sitio),Impulsa Concanaco el liderazgo universitario en la UAM Iztapalapa,"En línea con su compromiso de impulsar el talento joven y fortalecer el ecosistema empresarial desde las aulas, el presidente de la Confederación de Cámaras Nacionales de Comercio, Servicios y Turismo (CONCANACO SERVYTUR MÉXICO), Dr. Octavio de la Torre de Stéffano, ofreció una charla magistral sobre Liderazgo Empresarial a estudiantes de la Universidad Autónoma Metropolitana, Unidad Iztapalapa (UAM-I).",1510
53,2025-06-11,Reporte Salud NL (Sitio),Sobrepeso y obesidad: principales factores de riesgo relacionados al desarrollo de esteatohepatitis asociada a disfunción metabólica,"De las personas que actualmente viven con sobrepeso u obesidad, más de una de cada tres también vive con esteatohepatitis asociada a disfunción metabólica (MASH, por sus siglas en inglés, y también conocida como NASH)[i]",1460
54,2025-06-11,Uno TV Noticias (Sitio),"Sargazo, un efecto del cambio climático y contaminación de los mares: experta","El fenómeno del sargazo no da tregua, en lo que va de 2025, su arribo a las playas de Quintana Roo ha aumentado en un 40% respecto al año anterior, de acuerdo con datos presentados en entrevista con la doctora Mabel Vaca Mier, ingeniera ambiental de la Universidad Autónoma Metropolitana (UAM).",331000
55,2025-06-11,Quadratín EDO.MEX (sitio),Arranca en Ecatepec el programa Mi Primera Chamba,"ECATEPEC, Edomex., 11 de junio de 2025.- Un total de 62 jóvenes profesionistas recién titulados se incorporaron a diversas áreas del gobierno municipal de Ecatepec como parte del programa Mi Primera Chamba, impulsado por la administración de la alcaldesa Azucena Cisneros Coss.",87000
56,2025-06-11,Latitud Megalopólis CDMX (sitio),¿TIENE CAPACIDAD?,País y ciudad de México sumidos en caos; confunden represión con orden,17200
57,2025-06-11,Talla Política CDMX (Sitio),"Sistema de cómputos del INE para la elección Judicial operó con transparencia, integridad y legalidad: UAM Iztapalapa","Ciudad de México, 11 de junio de 2025",1916
58,2025-06-11,Greentology CDMX (sitio),Sobrepeso y obesidad en el Día Mundial de MASH,"De las personas que actualmente viven con sobrepeso u obesidad, más de una de cada tres también vive con esteatohepatitis asociada a disfunción metabólica (MASH, por sus siglas en inglés, y también conocida como NASH)[i]",1380
59,2025-06-11,Digital Mex EDO.MEX (Sitio),"#Ecatepec lanza ""Mi Primera Chamba"", contrata a 62 jóvenes recién titulados",Ecatepec/Estado de México,66200
60,2025-06-11,Estamos Aquí YUC (sitio),Cancún será sede de uno de los foros nacionales sobre reducción de la jornada laboral en México,"11 de junio/ Cancún, Q. Roo. Cancún fue elegido como el sexto y último foro regional para analizar la propuesta de reforma constitucional que plantea la reducción de la jornada laboral en México a 40 horas.",71200
61,2025-06-11,Central Electoral (sitio),"Sistema de cómputos del INE para la elección Judicial operó con transparencia, integridad y legalidad: UAM Iztapalapa",Número: 210,22300
62,2025-06-11,Reporteros en Movimiento EDO.MEX (Sitio),Jóvenes profesionistas del programa Mi Primera Chamba laboran ya en el Gobierno de Ecatepec,14:47 p.m. horas,2069
63,2025-06-11,98.5 El Heraldo Radio,"En la Ciudad de México se prevén marchas y lluvias fuertes, se recomienda tomar precauciones.","En la Ciudad de México se anticipa un día de lluvias intensas, lo que ha llevado a las autoridades a recomendar precauciones, especialmente en vías rápidas como el Periférico. 
 
 Además, se prevé la realización de varias marchas, entre las que destacan la de la Nueva Asamblea Nacional de Usuarios de Energía Eléctrica en Reforma y la CFE, la Asamblea Ecologista Popular en el Metro Polanco, y una manifestación en apoyo a Gaza. 
 
 El Colectivo de Enfermeras del Sanatorio Trinidad ha denunciado despidos injustificados y el incumplimiento de liquidaciones. 
 
 Estudiantes de medicina de la UNAM han solicitado la revisión de exámenes con inconsistencias, mientras que trabajadores de la Ruta 100 reclaman pagos pendientes del fideicomiso F 100. 
 
 Padres de familia de Xochimilco piden mantenimiento y remodelación en la Primaria Grecia, y se han registrado protestas visuales en apoyo a Palestina en la UAM. 
 
 Ante esta situación, se hace un llamado a la ciudadanía para que tome precauciones y respete la vialidad de los demás.",1400000
64,2025-06-11,La Jornada de Veracruz VER (sitio),Renuncia en la Junta de Gobierno de la UV agudiza crisis institucional,"Xalapa, Ver. La doctora María Angélica Buendía Espinosa, profesora-investigadora de la Universidad Autónoma Metropolitana (UAM) y secretaria de la Unidad Xochimilco, presentó su renuncia a la Junta de Gobierno de la Universidad Veracruzana (UV) hace un par de días, en un claro deslinde del proceder del órgano colegiado, al que señaló como objeto de presiones internas. Su salida se suma a las renuncias previas de los doctores Alfredo Sánchez Castañeda, Hugo Casanova y Erika Maldonado, quienes abandonaron la Junta entre 2023 y 2025, todas durante el actual periodo rectoral de Martín Aguilar Sánchez.",46100
65,2025-06-11,Ovaciones (sitio),Validan especialistas integridad del sistema de resultados de cómputos distritales,"Especialistas en ingeniería de software y seguridad informática de la UAM, verificaron que el sistema con el que se dio a conocer el resultado de los cómputos distritales de las elecciones judiciales no incorporara mecanismos que pudieran alterar o manipular los resultados electorales.",156173
66,2025-06-11,Periódico Enfoque (Sitio),UATx analiza la crisis civilizatoria y la violencia social actual,"En representación del rector Dr. Serafín Ortiz Ortiz, el Mtro. Roberto Carlos Cruz Becerril destacó el compromiso de la UATx por analizar temas que inciden directamente en la realidad mexicana. Señaló que la crisis civilizatoria es un fenómeno complejo que exige soluciones sistémicas, como:",59200
67,2025-06-11,La Crónica de Hoy (sitio),"UAM presenta ""Nadie duerma"", obra de danza contemporánea que despierta los sentidos","No sólo es una reflexión sobre el dolor y la resiliencia, sino también una invitación a despertar la creatividad y sensibilidad en un mundo cada vez más acelerado",312000
69,2025-06-11,El Gráfico (Sitio),"TRÁFICO en la CDMX HOY miércoles 11 de junio: ¿Dónde habrá bloqueos, marchas y manifestaciones?","Eventos culturales de la noche:
 
 El Rey León, 20:00 h Teatro Telcel, colonia Granada.",291000
71,2025-06-11,Radio 580 NI (Sitio),Jaguares UAM ante las Brumas de Jinotega por la final del Carlos Ulloa,"La gran final de la X edición del Torneo Nacional de Baloncesto Superior Carlos Ulloa in Memoriam inicia este miércoles, entre los Jaguares UAM y las Brumas de Jinotega en el Gimnasio Otto Casco de la ciudad norteña a las 6 de la tarde.",9884
72,2025-06-11,Excélsior (Sitio),Marchas y protestas HOY en CDMX ¿por dónde circular y por dónde no?,Esta mitad de semana se esperan diversas marchas y manifestaciones en la Ciudad de México que seguro afectarán la movilidad. Conoce rutas alternativas para evitar congestionamientos y llegar a tu destino sin contratiempos.,19300000
73,2025-06-11,tejiendoredes.escenicas (Facebook),Ojalá la ADINER - HADA nos acompañe en nuestras funciones de MANIFIESTA el próximo 18 y 19 de junio en Teatro Casa de la Paz UAM,Ojalá la ADINER - HADA nos acompañe en nuestras funciones de MANIFIESTA el próximo 18 y 19 de junio en Teatro Casa de la Paz UAM,4800
74,2025-06-11,NoticiasZc (X),Entregó becas Rosario Castellanos y supervisó los Círculos de Estudios del programa Chiapas Puede en la UAM Yajalón de la Unich.,Entregó becas Rosario Castellanos y supervisó los Círculos de Estudios del programa Chiapas Puede en la UAM Yajalón de la Unich.,209
75,2025-06-11,ferrino noticias,GRECIA BENAVIDES LLAMA AL GOBIERNO Y A LA FISCALÍA A GARANTIZAR EL DERECHO A LA PROTESTA SIN REPRESIÓN,GRECIA BENAVIDES LLAMA AL GOBIERNO Y A LA FISCALÍA A GARANTIZAR EL DERECHO A LA PROTESTA SIN REPRESIÓN,4000
76,2025-06-11,La Prensa (Sitio),Este miércoles 11 de junio se esperan 9 manifestaciones en la CDMX,"Dos marchas y 7 manifestaciones se prevén este miércoles 11 de junio en la CDMX, además se espera ambiente caluroso con cielo mayormente nublado; se pronostican lluvias fuertes durante esta tarde-noche y parte de la madrugada del jueves. Pueden presentarse fuertes rachas de viento.",42787
77,2025-06-11,Uno TV Noticias (Sitio),"Movilizaciones en CDMX, hoy 11 de junio: marchas y concentraciones",La Ciudad de México (CDMX) espera este martes 10 de junio múltiples movilizaciones sociales que podrían generar afectaciones viales.,331000
78,2025-06-11,News Report MX (Sitio),Manifestaciones hoy en CDMX 11 de junio del 2025,¡Toma precauciones! Checa dónde y a qué hora habrá Marchas y Manifestaciones hoy en CDMX 11 de junio de 2025,11700
79,2025-06-11,Nexos (Sitio),Una década de la Sociedad de Estudiantes de El Colegio de México,Nuestros futuros maestros,936500
81,2025-06-11,Publimetro (sitio),¡Evita contratiempos! Alternativas viales por marchas el miércoles 11 de junio en CDMX,Para hoy se esperan diferentes manifestaciones y movilizaciones en la Ciudad de México; te compartimos qué hora y en dónde serán,454059
82,2025-06-11,NoticiasDe ESP (sitio),Plena inclusión Madrid está celebrando su XI Encuentro de Mujeres con discapacidad intelectual o del desarrollo,"MADRID, 11 (SERVIMEDIA)",4000
84,2025-06-11,López Dóriga (Sitio),Marchas 11 de junio en CDMX: vías afectadas y rutas alternas,Este miércoles 11 de junio se esperan 9 marchas y concentraciones en la Ciudad de México,213000
87,2025-06-11,EdoMex 101.3 Ultra,"Teaser, Ultra Noticias Primero lo Primero.","- La Gobernadora del Estado de México, Delfina Gómez Álvarez, encabezó un seminario sobre fiscalización, donde instó a los gobiernos y poderes del estado a fortalecer la rendición de cuentas para consolidar gobiernos eficientes y éticos. Subrayó el compromiso de su administración con una gestión pública honesta y transparente.
 
 - Amalia Pulido, Consejera Presidenta del Instituto Electoral del Estado de México, defendió la integridad de las recientes elecciones, afirmando que fueron limpias y bien organizadas. Reconoció errores que fueron corregidos y destacó la vigilancia en todas las etapas del proceso electoral.
 
 - Estudiantes de la UAM realizaron una marcha exigiendo transparencia en la designación de la rectoría y otras demandas relacionadas con infraestructura y procesos académicos. Docentes apoyaron el movimiento, pidiendo respeto a la autonomía estudiantil. La doctora Eréndira Fierro Moreno renunció a su aspiración a la rectoría, priorizando el bienestar de la comunidad universitaria.
 
 - Más de 20,000 personas participaron en el Paseo de la Agricultura en Metepec, una tradición en honor a San Isidro Labrador. Aunque la agricultura ha disminuido, la tradición sigue viva como agradecimiento y petición por lo esencial en tiempos difíciles.
 
 - La presidenta municipal de Ecatepec, Azucena Cisneros, anunció una jornada masiva de recolección de basura para intentar romper un récord Guinness, movilizando a miles para limpiar calles y espacios públicos.
 
 - Se reportó una disminución del 25.8% en los homicidios dolosos en México entre octubre de 2024 y mayo de 2025, destacándose una baja en el Estado de México desde septiembre de 2024.
 
 - Intensas lluvias en el Valle de Toluca movilizaron a cuerpos de protección civil y bomberos para manejar el gran volumen de precipitaciones que causó preocupación al inundar avenidas principales.
 
 - Julio César N. fue vinculado a proceso por su presunta participación en el homicidio de un adolescente en la autopista México-Pachuca en junio de 2024. El caso atrajo atención por la difusión de un video del incidente.",70000
90,2025-06-11,Eje Central (sitio),Juristas con visión progresista,"Estos ministros electos cuentan con experiencia jurídica y compromiso social para aspirar a renovar, desde la Suprema Corte, la justicia en México:",12043
92,2025-06-11,Avimex News NL (sitio),"A 54 años del 'El Halconazo', la bancada de Morena pide respeto a la libre manifestación","En el marco del 54 aniversario de la Matanza de Corpus, también conocida como 'El Halconazo', la bancada de Morena en el Congreso Local presento un exhorto para hacer un llamado a las autoridades a respetar el derecho a la libre manifestación y cesar toda forma de criminalización de la protesta social.",7590
93,2025-06-11,Mi Rioverde SLP (sitio),"La difusión pública debe ser accesible para todos, opina el académico y periodista Gabriel Sosa Plata","La difusión pública no puede ser un talón de Aquiles, como lo es actualmente en muchos casos",4000
94,2025-06-11,El Porvenir NL (sitio),Llama GLMORENA respetar el derecho a la libre manifestación,"En el marco del 54 aniversario de la Matanza de Corpus, también conocida como El Halconazo, la bancada de Morena en el Congreso Local presento un exhorto para hacer un llamado a las autoridades a respetar el derecho a la libre manifestación y cesar toda forma de criminalización de la protesta social.La diputada Grecia Benavides Flores recordó que el 10 de junio de 1971 el Estado mexicano escribió una de sus páginas más oscuras, al reprimir brutalmente a estudiantes que marchaban pacíficamente en el entonces Distrito Federal.""Hace 54 años ocurrió la Matanza de Corpus, ese día, estudiantes de distintas universidades, como la UNAM y la UAM, salieron a protestar en defensa de la autonomía de la UANL. Este exhorto es muy significativo porque en Morena estamos firmemente en contra de la criminalización de la protesta social"", subrayó.La legisladora advirtió la represión persiste y en Nuevo León, el caso de un joven detenido por protestar contra el alza al transporte público representa una alerta que no puede ignorarse, ya que este tipo de actos no deben verse como hechos aislados. (JMD)",90800
95,2025-06-11,El Heraldo de México (sitio),La poesía de Samuel Becket de Pablo Sigg en edición de Gerardo Villegas,"A partir de las vanguardias de principios del siglo XX la literatura en especial la europea apostó a creer que la vida estaba en otra parte. Ya la física había descubierto que la materialidad está más cercana a una metáfora poética que a la ciencia dura; los Lumière habían derrotado a Niepce y a Daguèrre, al dar movimiento a lo estático captado en placas de peltre; la música dodecafónica había terminado con el hermoso predominio de la pentafonía; la geometría euclidiana tenía un puñal clavado en la espalda desde mediados del siglo anterior, a partir de las investigaciones de Reimman y Lobachevsky; los pintores impresionistas habían demostrado que la relatividad de las cosas dependía de dónde estaba parado el sujeto; el psicoanálisis puso como eje comprensivo del comportamiento humano al recuerdo y a los sueños, no a la vigilia.",1674420
96,2025-06-11,Índice Politico (sitio),País y ciudad de México sumidos en caos; confunden represión con orden,Yo Campesino / ¿Tienen capacidad?,73200
97,2025-06-11,Librotea CDMX (Sitio),Diego Echeverría recomienda libros inolvidables,"En marzo, la Cámara Nacional de la Industria Editorial Mexicana (CANIEM) inició una nueva etapa con la renovación de su Consejo Directivo y el nombramiento de Diego Echeverría Cepeda como presidente para el periodo 2025-2027. Aquí, el editor habla al respecto y recomienda libros inolvidables.Videoentrevista con Diego Echeverría",4000
98,2025-06-10,Filo News MX (sitio),Nueva lista inteligente: la recomendación de la Unidad Agroalimentaria para consumir frutas y verduras de estación,"En el grupo de los cítricos, se mencionan las naranjas, las mandarinas y los pomelos, además las manzanas. En cuanto a las verduras, la lista incluye zanahorias, boniatos, repollos y brócoli.",434000
99,2025-06-10,NewsWeek México (Sitio),Estudiantes de Aguascalientes triunfan en Torneo Mexicano de Robótica,"El equipo UP Robotics, conformado por estudiantes de diversas ingenierías de la Universidad Panamericana campus Aguascalientes, participó con éxito en el Torneo Mexicano de Robótica (TMR) 2025, realizado en las instalaciones de la Universidad Autónoma Metropolitana (UAM), campus Iztapalapa, en la Ciudad de México, donde ganaron el tercer lugar.",195866
100,2025-06-10,Canal 10 QROO (Sitio),¡Final de infarto! Jaguares UAM vs Brumas por el título del Carlos Ulloa,El equipo universitario superó a favoritos y aguerridos rivales para llegar a la definición.,52700
101,2025-06-10,Tribuna Sonora SON (Sitio),Gerardo Fernández Noroña: Los estudios y el sueldo del presidente del Senado en México,"Ciudad de México, México.- Gerardo Fernández Noroña, actual presidente del Senado, inició su formación académica en el Centro de Estudios Científicos y Tecnológicos (CECYT) número 10 del Instituto Politécnico Nacional (IPN), donde además se destacó como líder estudiantil de su generación. Posteriormente, continuó sus estudios en la Universidad Autónoma Metropolitana (UAM), donde cursó la licenciatura en Sociología y obtuvo su cédula profesional en 1991; dicha formación académica, aunque limitada a una licenciatura, ha sido la base de su trayectoria política y social.",173000
102,2025-06-10,La Jornada (sitio),"Sucesión en Rectoría de la UAM, al margen de la comunidad, advierte académica","La UAM se encuentra en proceso de renovación de la Rectoría, por lo que investigadores piden que la decisión no se tome tras bambalinas. Foto Cuartoscuro / Archivo",1290000
103,2025-06-10,UAM CDMX (Sitio),"Fortalecer calidad de oferta educativa e interdisciplina, retos de la nueva administración en la Unidad Cuajimalpa - Boletines","Mauricio Sales Cruz, rector de esa sede, fue entrevistado en Voces de la UAM, programa que transmite la radiodifusora de esta casa de estudios",4000
104,2025-06-10,Canal 34 Mexiquense,"El investigador Óscar Diego Bautista ofreció la conferencia ""Ética en el servicio público"" en la UAM Lerma.","Óscar Diego Bautista, investigador del Centro de Investigación en Ciencias Sociales y Humanidades, impartió la conferencia ""Ética en el servicio público"" en la Universidad Autónoma Metropolitana, unidad Lerma. 
 
 El evento, que congregó a estudiantes, docentes y servidores públicos del Ayuntamiento de Lerma, se centró en la importancia de la integridad y responsabilidad en el ejercicio público. 
 
 Durante la conferencia, se presentaron los cuadernos de ética, diseñados para promover la formación de servidores públicos comprometidos con su vocación. Bautista destacó la misión del proyecto: rescatar la ética en el servicio público mediante la enseñanza y reafirmación de los valores esenciales que deben guiar a todo servidor.",25000
105,2025-06-10,Diario de México (sitio),Marchan para conmemorar aniversario del Halconazo; avanzan rumbo al Zócalo,"Este martes 10 de junio, a las 16:00 horas, inició en la Ciudad de México la marcha conmemorativa por el 54 aniversario de la Matanza del Jueves de Corpus, también conocida como el Halconazo, considerada una de las represiones estudiantiles más graves en la historia del país.",215700
106,2025-06-10,El Regio NL (sitio),Llama al Gobierno y a la Fiscalía a garantizar el derecho a la protesta sin represión,"En el marco del 54 aniversario de la Matanza de Corpus, también conocida como El Halconazo, la diputada local Grecia Benavides Flores, integrante del grupo legislativo de Morena, presentó un exhorto ante la Oficialía de Partes del Congreso del Estado de Nuevo León, en el que llama a las autoridades a respetar el derecho a la libre manifestación y cesar toda forma de criminalización de la protesta social.",61500
107,2025-06-10,México-times CDMX (sitio),"Sucesión en Rectoría de la UAM, al margen de la comunidad, advierte académica","Ciudad de México. La sucesión en la Rectoría General de la Universidad Autónoma Metropolitana (UAM) ""corre el riesgo de resolverse tras bambalinas y al margen de la comunidad, aseguró la doctora Noemí Luján Ponce, profesora investigadora del Departamento de Relaciones Sociales de la Unidad Xochimilco de la UAM.",10800
108,2025-06-10,Emsa Valles SLP (sitio),"La difusión pública debe ser accesible para todos, opina el académico y periodista Gabriel Sosa Plata","La difusión de contenidos debe ser accesible para toda la población, de acuerdo con los principios establecidos por la UNESCO, afirmó el académico, comunicador y periodista Gabriel Sosa Plata durante la conferencia en línea ""El sistema de medios públicos: preservación y conservación"", impartida como parte del Seminario Prácticas y Dinámicas Socio-Comunicativas en la Facultad de Ciencias de la Comunicación de la Universidad Autónoma de San Luis Potosí (UASLP).",3021
109,2025-06-10,De reporteros CDMX (Sitio),Apuesta Yucatán por SAF con mezcla de nejayote y henequén,Pablo Chávez Meza / A21,12300
